plot,block,treatment,harvest.date1,harvest.data1,harvest.1,harvest.date2,harvest.data2,harvest.2,harvest.date3,harvest.data3,harvest.3,count.dates,quadrat,wh.coty,wh.0.2,wh.2.4,wh.4.12,wh.12,total,l4.no,g4.no,recruit.no,total.recruit,total.recruit.data,total.no.repro,total.flower.data,survival.proportions,survival.data,germ.seeds,germ.data
104,b1,fall wheat cc mix,8/2/22,yes,13.6,na,no,na,na,no,na,6/1/22,1M,80,44,0,0,0,124,124,0,124,,no,,no,,no,14,yes
104,b1,fall wheat cc mix,8/2/22,yes,13.6,na,no,na,na,no,na,6/9/22,1M,136,16,0,0,0,152,152,0,28,,no,,no,,no,14,yes
104,b1,fall wheat cc mix,8/2/22,yes,13.6,na,no,na,na,no,na,6/17/22,1M,4,8,0,0,0,12,12,0,0,,no,,no,,no,14,yes
104,b1,fall wheat cc mix,8/2/22,yes,13.6,na,no,na,na,no,na,6/23/22,1M,8,0,0,0,0,8,8,0,0,,no,,no,,no,14,yes
104,b1,fall wheat cc mix,8/2/22,yes,13.6,na,no,na,na,no,na,6/30/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
104,b1,fall wheat cc mix,8/2/22,yes,13.6,na,no,na,na,no,na,7/8/22,1M,0,8,4,0,0,12,12,0,12,,no,,no,,no,,
104,b1,fall wheat cc mix,8/2/22,yes,13.6,na,no,na,na,no,na,7/11/22,1M,4,12,0,0,0,16,16,0,4,,no,,no,,no,,
104,b1,fall wheat cc mix,8/2/22,yes,13.6,na,no,na,na,no,na,8/9/22,1M,0,0,8,8,0,16,8,8,0,,no,,no,,no,,
104,b1,fall wheat cc mix,8/2/22,yes,13.6,na,no,na,na,no,na,9/8/22,1M,20,0,0,0,0,20,20,0,12,,no,,no,,no,,
104,b1,fall wheat cc mix,8/2/22,yes,13.6,na,no,na,na,no,na,10/12/22,1M,0,0,0,0,0,0,0,0,0,180,yes,0,yes,0,yes,,
201,b2,fall wheat cc mix,8/2/22,yes,1.6,na,no,na,na,no,na,6/1/22,1M,0,12,0,0,0,12,12,0,12,,no,,no,,no,,
201,b2,fall wheat cc mix,8/2/22,yes,1.6,na,no,na,na,no,na,6/9/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
201,b2,fall wheat cc mix,8/2/22,yes,1.6,na,no,na,na,no,na,6/17/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
201,b2,fall wheat cc mix,8/2/22,yes,1.6,na,no,na,na,no,na,6/23/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
201,b2,fall wheat cc mix,8/2/22,yes,1.6,na,no,na,na,no,na,6/30/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
201,b2,fall wheat cc mix,8/2/22,yes,1.6,na,no,na,na,no,na,7/8/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
201,b2,fall wheat cc mix,8/2/22,yes,1.6,na,no,na,na,no,na,7/11/22,1M,0,0,0,4,0,4,0,4,0,,no,,no,,no,,
201,b2,fall wheat cc mix,8/2/22,yes,1.6,na,no,na,na,no,na,8/9/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
201,b2,fall wheat cc mix,8/2/22,yes,1.6,na,no,na,na,no,na,9/8/22,1M,0,0,0,12,0,12,0,12,0,,no,,no,,no,,
201,b2,fall wheat cc mix,8/2/22,yes,1.6,na,no,na,na,no,na,10/12/22,1M,0,0,0,0,0,0,0,0,0,12,yes,0,yes,0,yes,,
303,b3,fall wheat cc mix,8/2/22,yes,30,na,no,na,na,no,na,6/1/22,1M,4,8,0,0,0,12,12,0,12,,no,,no,,no,,
303,b3,fall wheat cc mix,8/2/22,yes,30,na,no,na,na,no,na,6/9/22,1M,8,0,0,0,0,8,8,0,0,,no,,no,,no,,
303,b3,fall wheat cc mix,8/2/22,yes,30,na,no,na,na,no,na,6/17/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
303,b3,fall wheat cc mix,8/2/22,yes,30,na,no,na,na,no,na,6/23/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
303,b3,fall wheat cc mix,8/2/22,yes,30,na,no,na,na,no,na,6/30/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
303,b3,fall wheat cc mix,8/2/22,yes,30,na,no,na,na,no,na,7/8/22,1M,4,4,0,0,0,8,8,0,8,,no,,no,,no,,
303,b3,fall wheat cc mix,8/2/22,yes,30,na,no,na,na,no,na,7/11/22,1M,0,12,0,0,0,12,12,0,4,,no,,no,,no,,
303,b3,fall wheat cc mix,8/2/22,yes,30,na,no,na,na,no,na,8/9/22,1M,0,4,4,0,0,8,8,0,0,,no,,no,,no,,
303,b3,fall wheat cc mix,8/2/22,yes,30,na,no,na,na,no,na,9/8/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
303,b3,fall wheat cc mix,8/2/22,yes,30,na,no,na,na,no,na,10/12/22,1M,0,0,0,0,0,0,0,0,0,24,yes,0,yes,0,yes,,
406,b4,fall wheat cc mix,8/2/22,yes,43.8,na,no,na,na,no,na,6/1/22,1M,8,0,0,0,0,8,8,0,8,,no,,no,,no,,
406,b4,fall wheat cc mix,8/2/22,yes,43.8,na,no,na,na,no,na,6/9/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
406,b4,fall wheat cc mix,8/2/22,yes,43.8,na,no,na,na,no,na,6/17/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
406,b4,fall wheat cc mix,8/2/22,yes,43.8,na,no,na,na,no,na,6/23/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
406,b4,fall wheat cc mix,8/2/22,yes,43.8,na,no,na,na,no,na,6/30/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
406,b4,fall wheat cc mix,8/2/22,yes,43.8,na,no,na,na,no,na,7/8/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
406,b4,fall wheat cc mix,8/2/22,yes,43.8,na,no,na,na,no,na,7/11/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
406,b4,fall wheat cc mix,8/2/22,yes,43.8,na,no,na,na,no,na,8/9/22,1M,0,4,0,0,0,4,4,0,4,,no,,no,,no,,
406,b4,fall wheat cc mix,8/2/22,yes,43.8,na,no,na,na,no,na,9/8/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
406,b4,fall wheat cc mix,8/2/22,yes,43.8,na,no,na,na,no,na,10/12/22,1M,0,0,0,0,0,0,0,0,0,12,yes,0,yes,0,yes,,
103,b1,fall wheat clover,8/2/22,yes,7.6,9/14/22,yes,2.29,na,no,na,6/1/22,1M,12,0,0,0,0,12,12,0,12,,no,,no,,no,7.5,yes
103,b1,fall wheat clover,8/2/22,yes,7.6,9/14/22,yes,2.29,na,no,na,6/9/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,7.5,yes
103,b1,fall wheat clover,8/2/22,yes,7.6,9/14/22,yes,2.29,na,no,na,6/17/22,1M,4,0,0,0,0,4,4,0,4,,no,,no,,no,7.5,yes
103,b1,fall wheat clover,8/2/22,yes,7.6,9/14/22,yes,2.29,na,no,na,6/23/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,7.5,yes
103,b1,fall wheat clover,8/2/22,yes,7.6,9/14/22,yes,2.29,na,no,na,6/30/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,8/2/22,yes,7.6,9/14/22,yes,2.29,na,no,na,7/8/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,8/2/22,yes,7.6,9/14/22,yes,2.29,na,no,na,7/11/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,8/2/22,yes,7.6,9/14/22,yes,2.29,na,no,na,8/9/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,8/2/22,yes,7.6,9/14/22,yes,2.29,na,no,na,9/8/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,8/2/22,yes,7.6,9/14/22,yes,2.29,na,no,na,10/12/22,1M,0,0,0,0,0,0,0,0,0,16,yes,0,yes,0,yes,,
203,b2,fall wheat clover,8/2/22,yes,3.8,9/14/22,yes,1.96,na,no,na,6/1/22,1M,0,24,8,16,0,48,32,16,48,,no,,no,,no,,
203,b2,fall wheat clover,8/2/22,yes,3.8,9/14/22,yes,1.96,na,no,na,6/9/22,1M,4,48,0,0,0,52,52,0,20,,no,,no,,no,,
203,b2,fall wheat clover,8/2/22,yes,3.8,9/14/22,yes,1.96,na,no,na,6/17/22,1M,0,12,0,4,0,16,12,4,0,,no,,no,,no,,
203,b2,fall wheat clover,8/2/22,yes,3.8,9/14/22,yes,1.96,na,no,na,6/23/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
203,b2,fall wheat clover,8/2/22,yes,3.8,9/14/22,yes,1.96,na,no,na,6/30/22,1M,0,0,0,4,0,4,0,4,0,,no,,no,,no,,
203,b2,fall wheat clover,8/2/22,yes,3.8,9/14/22,yes,1.96,na,no,na,7/8/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
203,b2,fall wheat clover,8/2/22,yes,3.8,9/14/22,yes,1.96,na,no,na,7/11/22,1M,0,0,16,0,0,16,16,0,16,,no,,no,,no,,
203,b2,fall wheat clover,8/2/22,yes,3.8,9/14/22,yes,1.96,na,no,na,8/9/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
203,b2,fall wheat clover,8/2/22,yes,3.8,9/14/22,yes,1.96,na,no,na,9/8/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
203,b2,fall wheat clover,8/2/22,yes,3.8,9/14/22,yes,1.96,na,no,na,10/12/22,1M,0,8,0,0,0,8,8,0,8,92,yes,0,yes,0,yes,,
305,b3,fall wheat clover,8/2/22,yes,25.4,9/14/22,yes,1.56,na,no,na,6/1/22,1M,4,24,12,0,0,40,40,0,40,,no,,no,,no,,
305,b3,fall wheat clover,8/2/22,yes,25.4,9/14/22,yes,1.56,na,no,na,6/9/22,1M,0,20,8,8,0,36,28,8,0,,no,,no,,no,,
305,b3,fall wheat clover,8/2/22,yes,25.4,9/14/22,yes,1.56,na,no,na,6/17/22,1M,0,12,0,16,0,28,12,16,0,,no,,no,,no,,
305,b3,fall wheat clover,8/2/22,yes,25.4,9/14/22,yes,1.56,na,no,na,6/23/22,1M,0,12,0,12,4,28,12,16,0,,no,,no,,no,,
305,b3,fall wheat clover,8/2/22,yes,25.4,9/14/22,yes,1.56,na,no,na,6/30/22,1M,0,0,4,8,8,20,4,16,0,,no,,no,,no,,
305,b3,fall wheat clover,8/2/22,yes,25.4,9/14/22,yes,1.56,na,no,na,7/8/22,1M,0,0,0,16,4,20,0,20,0,,no,,no,,no,,
305,b3,fall wheat clover,8/2/22,yes,25.4,9/14/22,yes,1.56,na,no,na,7/11/22,1M,0,0,8,12,8,28,8,20,8,,no,,no,,no,,
305,b3,fall wheat clover,8/2/22,yes,25.4,9/14/22,yes,1.56,na,no,na,8/9/22,1M,0,0,16,4,20,40,16,24,4,,no,,no,,no,,
305,b3,fall wheat clover,8/2/22,yes,25.4,9/14/22,yes,1.56,na,no,na,9/8/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
305,b3,fall wheat clover,8/2/22,yes,25.4,9/14/22,yes,1.56,na,no,na,10/12/22,1M,0,0,0,0,0,0,0,0,0,52,yes,0,yes,0,yes,,
401,b4,fall wheat clover,8/2/22,yes,4.3,9/14/22,yes,1.42,na,no,na,6/1/22,1M,4,8,0,0,0,12,12,0,12,,no,,no,,no,,
401,b4,fall wheat clover,8/2/22,yes,4.3,9/14/22,yes,1.42,na,no,na,6/9/22,1M,0,24,0,0,0,24,24,0,12,,no,,no,,no,,
401,b4,fall wheat clover,8/2/22,yes,4.3,9/14/22,yes,1.42,na,no,na,6/17/22,1M,0,48,0,0,0,48,48,0,24,,no,,no,,no,,
401,b4,fall wheat clover,8/2/22,yes,4.3,9/14/22,yes,1.42,na,no,na,6/23/22,1M,0,32,8,0,0,40,40,0,0,,no,,no,,no,,
401,b4,fall wheat clover,8/2/22,yes,4.3,9/14/22,yes,1.42,na,no,na,6/30/22,1M,0,24,12,0,0,36,36,0,0,,no,,no,,no,,
401,b4,fall wheat clover,8/2/22,yes,4.3,9/14/22,yes,1.42,na,no,na,7/8/22,1M,0,24,12,0,0,36,36,0,0,,no,,no,,no,,
401,b4,fall wheat clover,8/2/22,yes,4.3,9/14/22,yes,1.42,na,no,na,7/11/22,1M,0,24,8,4,0,36,32,4,0,,no,,no,,no,,
401,b4,fall wheat clover,8/2/22,yes,4.3,9/14/22,yes,1.42,na,no,na,8/9/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
401,b4,fall wheat clover,8/2/22,yes,4.3,9/14/22,yes,1.42,na,no,na,9/8/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
401,b4,fall wheat clover,8/2/22,yes,4.3,9/14/22,yes,1.42,na,no,na,10/12/22,1M,0,0,0,0,0,0,0,0,0,48,yes,0,yes,0,yes,,
106,b1,oats cc mix,8/2/22,yes,36.7,na,yes,na,na,no,na,6/1/22,1M,0,4,4,0,0,8,8,0,8,,no,,no,,no,26.75,yes
106,b1,oats cc mix,8/2/22,yes,36.7,na,yes,na,na,no,na,6/9/22,1M,4,8,0,0,0,12,12,0,4,,no,,no,,no,26.75,yes
106,b1,oats cc mix,8/2/22,yes,36.7,na,yes,na,na,no,na,6/17/22,1M,0,4,0,0,0,4,4,0,0,,no,,no,,no,26.75,yes
106,b1,oats cc mix,8/2/22,yes,36.7,na,yes,na,na,no,na,6/23/22,1M,12,0,0,0,0,12,12,0,8,,no,,no,,no,26.75,yes
106,b1,oats cc mix,8/2/22,yes,36.7,na,yes,na,na,no,na,6/30/22,1M,4,0,0,0,0,4,4,0,0,,no,,no,,no,,
106,b1,oats cc mix,8/2/22,yes,36.7,na,yes,na,na,no,na,7/8/22,1M,4,0,0,0,0,4,4,0,0,,no,,no,,no,,
106,b1,oats cc mix,8/2/22,yes,36.7,na,yes,na,na,no,na,7/11/22,1M,0,4,0,0,0,4,4,0,0,,no,,no,,no,,
106,b1,oats cc mix,8/2/22,yes,36.7,na,yes,na,na,no,na,8/9/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
106,b1,oats cc mix,8/2/22,yes,36.7,na,yes,na,na,no,na,9/8/22,1M,2,0,0,0,0,2,2,0,2,,no,,no,,no,,
106,b1,oats cc mix,8/2/22,yes,36.7,na,yes,na,na,no,na,10/12/22,1M,0,0,0,0,0,0,0,0,0,22,yes,0,yes,0,yes,,
205,b2,oats cc mix,8/2/22,yes,35.7,na,no,na,na,no,na,6/1/22,1M,0,8,0,0,0,8,8,0,8,,no,,no,,no,,
205,b2,oats cc mix,8/2/22,yes,35.7,na,no,na,na,no,na,6/9/22,1M,0,4,8,0,0,12,12,0,4,,no,,no,,no,,
205,b2,oats cc mix,8/2/22,yes,35.7,na,no,na,na,no,na,6/17/22,1M,0,4,0,0,0,4,4,0,0,,no,,no,,no,,
205,b2,oats cc mix,8/2/22,yes,35.7,na,no,na,na,no,na,6/23/22,1M,0,8,0,0,0,8,8,0,4,,no,,no,,no,,
205,b2,oats cc mix,8/2/22,yes,35.7,na,no,na,na,no,na,6/30/22,1M,0,0,4,0,0,4,4,0,0,,no,,no,,no,,
205,b2,oats cc mix,8/2/22,yes,35.7,na,no,na,na,no,na,7/8/22,1M,0,4,4,0,0,8,8,0,4,,no,,no,,no,,
205,b2,oats cc mix,8/2/22,yes,35.7,na,no,na,na,no,na,7/11/22,1M,0,8,0,0,0,8,8,0,0,,no,,no,,no,,
205,b2,oats cc mix,8/2/22,yes,35.7,na,no,na,na,no,na,8/9/22,1M,0,12,12,0,0,24,24,0,16,,no,,no,,no,,
205,b2,oats cc mix,8/2/22,yes,35.7,na,no,na,na,no,na,9/8/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
205,b2,oats cc mix,8/2/22,yes,35.7,na,no,na,na,no,na,10/12/22,1M,0,0,0,0,0,0,0,0,0,36,yes,0,yes,0,yes,,
302,b3,oats cc mix,8/2/22,yes,42.6,na,no,na,na,no,na,6/1/22,1M,0,36,0,0,0,36,36,0,36,,no,,no,,no,,
302,b3,oats cc mix,8/2/22,yes,42.6,na,no,na,na,no,na,6/9/22,1M,0,48,0,0,0,48,48,0,12,,no,,no,,no,,
302,b3,oats cc mix,8/2/22,yes,42.6,na,no,na,na,no,na,6/17/22,1M,0,40,0,0,0,40,40,0,0,,no,,no,,no,,
302,b3,oats cc mix,8/2/22,yes,42.6,na,no,na,na,no,na,6/23/22,1M,0,20,0,0,0,20,20,0,0,,no,,no,,no,,
302,b3,oats cc mix,8/2/22,yes,42.6,na,no,na,na,no,na,6/30/22,1M,0,8,0,0,0,8,8,0,0,,no,,no,,no,,
302,b3,oats cc mix,8/2/22,yes,42.6,na,no,na,na,no,na,7/8/22,1M,0,4,0,0,0,4,4,0,0,,no,,no,,no,,
302,b3,oats cc mix,8/2/22,yes,42.6,na,no,na,na,no,na,7/11/22,1M,4,16,0,0,0,20,20,0,16,,no,,no,,no,,
302,b3,oats cc mix,8/2/22,yes,42.6,na,no,na,na,no,na,8/9/22,1M,0,28,16,0,0,44,44,0,24,,no,,no,,no,,
302,b3,oats cc mix,8/2/22,yes,42.6,na,no,na,na,no,na,9/8/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
302,b3,oats cc mix,8/2/22,yes,42.6,na,no,na,na,no,na,10/12/22,1M,0,0,0,0,0,0,0,0,0,88,yes,0,yes,0,yes,,
404,b4,oats cc mix,8/2/22,yes,43.7,na,no,na,na,no,na,6/1/22,1M,0,72,8,0,0,80,80,0,80,,no,,no,,no,,
404,b4,oats cc mix,8/2/22,yes,43.7,na,no,na,na,no,na,6/9/22,1M,0,72,0,0,0,72,72,0,0,,no,,no,,no,,
404,b4,oats cc mix,8/2/22,yes,43.7,na,no,na,na,no,na,6/17/22,1M,20,68,0,0,0,88,88,0,16,,no,,no,,no,,
404,b4,oats cc mix,8/2/22,yes,43.7,na,no,na,na,no,na,6/23/22,1M,0,76,0,0,0,76,76,0,0,,no,,no,,no,,
404,b4,oats cc mix,8/2/22,yes,43.7,na,no,na,na,no,na,6/30/22,1M,0,12,0,4,0,16,12,4,0,,no,,no,,no,,
404,b4,oats cc mix,8/2/22,yes,43.7,na,no,na,na,no,na,7/8/22,1M,8,24,0,0,0,32,32,0,20,,no,,no,,no,,
404,b4,oats cc mix,8/2/22,yes,43.7,na,no,na,na,no,na,7/11/22,1M,0,60,8,0,0,68,68,0,36,,no,,no,,no,,
404,b4,oats cc mix,8/2/22,yes,43.7,na,no,na,na,no,na,8/9/22,1M,0,12,24,8,0,44,36,8,0,,no,,no,,no,,
404,b4,oats cc mix,8/2/22,yes,43.7,na,no,na,na,no,na,9/8/22,1M,0,0,48,16,0,64,48,16,4,,no,,no,,no,,
404,b4,oats cc mix,8/2/22,yes,43.7,na,no,na,na,no,na,10/12/22,1M,0,0,0,0,0,0,0,0,0,156,yes,0,yes,0,yes,,
102,b1,rye silage ssgrass,5/13/22,yes,1.39,7/12/22,yes,2.94,9/14/22,yes,2.4,6/1/22,1M,20,20,0,0,0,40,40,0,40,,no,,no,,no,9.5,yes
102,b1,rye silage ssgrass,5/13/22,yes,1.39,7/12/22,yes,2.94,9/14/22,yes,2.4,6/9/22,1M,0,68,0,0,0,68,68,0,28,,no,,no,,no,9.5,yes
102,b1,rye silage ssgrass,5/13/22,yes,1.39,7/12/22,yes,2.94,9/14/22,yes,2.4,6/17/22,1M,4,24,32,0,0,60,60,0,0,,no,,no,,no,9.5,yes
102,b1,rye silage ssgrass,5/13/22,yes,1.39,7/12/22,yes,2.94,9/14/22,yes,2.4,6/23/22,1M,0,24,64,8,0,96,88,8,20,,no,,no,,no,9.5,yes
102,b1,rye silage ssgrass,5/13/22,yes,1.39,7/12/22,yes,2.94,9/14/22,yes,2.4,6/30/22,1M,0,40,4,0,0,44,44,0,0,,no,,no,,no,,
102,b1,rye silage ssgrass,5/13/22,yes,1.39,7/12/22,yes,2.94,9/14/22,yes,2.4,7/8/22,1M,0,8,24,0,0,32,32,0,0,,no,,no,,no,,
102,b1,rye silage ssgrass,5/13/22,yes,1.39,7/12/22,yes,2.94,9/14/22,yes,2.4,7/11/22,1M,0,16,0,0,0,16,16,0,0,,no,,no,,no,,
102,b1,rye silage ssgrass,5/13/22,yes,1.39,7/12/22,yes,2.94,9/14/22,yes,2.4,8/9/22,1M,0,8,40,8,0,56,48,8,24,,no,,no,,no,,
102,b1,rye silage ssgrass,5/13/22,yes,1.39,7/12/22,yes,2.94,9/14/22,yes,2.4,9/8/22,1M,0,0,16,16,0,32,16,16,0,,no,,no,,no,,
102,b1,rye silage ssgrass,5/13/22,yes,1.39,7/12/22,yes,2.94,9/14/22,yes,2.4,10/12/22,1M,0,0,0,0,0,0,0,0,0,112,yes,0,yes,0,yes,,
206,b2,rye silage ssgrass,5/13/22,yes,1.73,7/12/22,yes,2.69,9/14/22,yes,1.66,6/1/22,1M,108,128,0,0,0,236,236,0,236,,no,,no,,no,,
206,b2,rye silage ssgrass,5/13/22,yes,1.73,7/12/22,yes,2.69,9/14/22,yes,1.66,6/9/22,1M,12,388,4,0,0,404,404,0,168,,no,,no,,no,,
206,b2,rye silage ssgrass,5/13/22,yes,1.73,7/12/22,yes,2.69,9/14/22,yes,1.66,6/17/22,1M,0,244,28,0,0,272,272,0,0,,no,,no,,no,,
206,b2,rye silage ssgrass,5/13/22,yes,1.73,7/12/22,yes,2.69,9/14/22,yes,1.66,6/23/22,1M,0,40,188,28,0,256,228,28,0,,no,,no,,no,,
206,b2,rye silage ssgrass,5/13/22,yes,1.73,7/12/22,yes,2.69,9/14/22,yes,1.66,6/30/22,1M,0,20,72,8,0,100,92,8,0,,no,,no,,no,,
206,b2,rye silage ssgrass,5/13/22,yes,1.73,7/12/22,yes,2.69,9/14/22,yes,1.66,7/8/22,1M,0,4,12,0,0,16,16,0,0,,no,,no,,no,,
206,b2,rye silage ssgrass,5/13/22,yes,1.73,7/12/22,yes,2.69,9/14/22,yes,1.66,7/11/22,1M,8,0,0,0,0,8,8,0,0,,no,,no,,no,,
206,b2,rye silage ssgrass,5/13/22,yes,1.73,7/12/22,yes,2.69,9/14/22,yes,1.66,8/9/22,1M,0,4,124,0,0,128,128,0,120,,no,,no,,no,,
206,b2,rye silage ssgrass,5/13/22,yes,1.73,7/12/22,yes,2.69,9/14/22,yes,1.66,9/8/22,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
206,b2,rye silage ssgrass,5/13/22,yes,1.73,7/12/22,yes,2.69,9/14/22,yes,1.66,10/12/22,1M,0,0,0,0,0,0,0,0,0,524,yes,0,yes,0,yes,,
301,b3,rye silage ssgrass,5/13/22,yes,1.49,7/12/22,yes,2.05,9/14/22,yes,1.43,6/1/22,1M,52,56,0,0,0,108,108,0,108,,no,,no,,no,,
301,b3,rye silage ssgrass,5/13/22,yes,1.49,7/12/22,yes,2.05,9/14/22,yes,1.43,6/9/22,1M,48,208,0,0,0,256,256,0,148,,no,,no,,no,,
301,b3,rye silage ssgrass,5/13/22,yes,1.49,7/12/22,yes,2.05,9/14/22,yes,1.43,6/17/22,1M,8,184,0,0,0,192,192,0,0,,no,,no,,no,,
301,b3,rye silage ssgrass,5/13/22,yes,1.49,7/12/22,yes,2.05,9/14/22,yes,1.43,6/23/22,1M,4,192,0,0,0,196,196,0,4,,no,,no,,no,,
301,b3,rye silage ssgrass,5/13/22,yes,1.49,7/12/22,yes,2.05,9/14/22,yes,1.43,6/30/22,1M,4,184,0,0,0,188,188,0,0,,no,,no,,no,,
301,b3,rye silage ssgrass,5/13/22,yes,1.49,7/12/22,yes,2.05,9/14/22,yes,1.43,7/8/22,1M,0,184,24,0,0,208,208,0,20,,no,,no,,no,,
301,b3,rye silage ssgrass,5/13/22,yes,1.49,7/12/22,yes,2.05,9/14/22,yes,1.43,7/11/22,1M,0,164,32,12,0,208,196,12,0,,no,,no,,no,,
301,b3,rye silage ssgrass,5/13/22,yes,1.49,7/12/22,yes,2.05,9/14/22,yes,1.43,8/9/22,1M,0,4,100,16,0,120,104,16,0,,no,,no,,no,,
301,b3,rye silage ssgrass,5/13/22,yes,1.49,7/12/22,yes,2.05,9/14/22,yes,1.43,9/8/22,1M,0,56,0,8,0,64,56,8,0,,no,,no,,no,,
