plot,block,treatment,harvest.date1,harvest.data1,harvest.1,harvest.date2,harvest.data2,harvest.2,harvest.date3,harvest.data3,harvest.3,count.dates,quadrat,wh.coty,wh.0.2,wh.2.4,wh.4.12,wh.12,total,l4.no,g4.no,recruit.no,total.recruit,total.recruit.data,total.no.repro,total.flower.data,survival.proportions,survival.data,germ.seeds,germ.data
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,7/25/23,1M,0,12,3,0,0,15,15,0,15,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,7/31/23,1M,0,4,1,3,0,8,5,3,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,8/10/23,1M,0,3,5,3,0,11,8,3,3,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,8/15/23,1M,0,0,3,8,0,11,3,8,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,8/22/23,1M,0,0,2,1,0,3,2,1,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,8/31/23,1M,0,0,2,1,0,3,2,1,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,9/8/23,1M,0,0,0,5,3,8,0,8,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,9/13/23,1M,0,0,13,7,3,23,13,10,11,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,9/22/23,1M,0,0,1,5,0,6,1,5,0,,no,,no,,no,,
302,b3,fall wheat cc mix,7/28/23,yes,3.24,na,no,na,na,no,na,9/29/23,1M,0,0,1,6,0,7,1,6,0,37,yes,5,yes,0.135135135,yes,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,5/4/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,5/16/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,5/22/23,1M,0,2,0,0,0,2,2,0,2,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,5/30/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,6/5/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,6/13/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,6/21/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,6/28/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,7/6/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,7/12/23,1M,0,8,0,0,0,8,8,0,8,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,7/18/23,1M,2,7,0,0,0,9,9,0,1,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,7/25/23,1M,0,6,4,1,0,11,10,1,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,7/31/23,1M,0,6,4,0,0,10,10,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,8/10/23,1M,0,6,4,0,0,10,10,0,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,8/15/23,1M,0,5,3,1,0,9,8,1,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,8/22/23,1M,0,0,3,1,0,4,3,1,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,8/31/23,1M,0,1,3,1,1,6,4,2,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,9/8/23,1M,0,0,0,7,0,7,0,7,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,9/13/23,1M,0,0,5,2,0,7,5,2,5,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,9/22/23,1M,0,0,1,3,0,4,1,3,0,,no,,no,,no,,
405,b4,fall wheat cc mix,7/28/23,yes,2.76,na,no,na,na,no,na,9/29/23,1M,0,0,4,4,0,8,4,4,2,18,yes,7,yes,0.388888889,yes,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,5/4/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,5/16/23,1M,1,5,0,0,0,6,6,0,6,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,5/22/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,5/30/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,6/5/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,6/13/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,6/21/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,6/28/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,7/6/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,7/12/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,7/18/23,1M,0,0,1,0,0,1,1,0,1,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,7/25/23,1M,0,0,1,0,0,1,1,0,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,7/31/23,1M,0,4,0,1,0,5,4,1,2,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,8/10/23,1M,0,0,2,3,0,5,2,3,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,8/15/23,1M,0,0,2,1,0,3,2,1,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,8/22/23,1M,0,0,2,0,0,2,2,0,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,8/31/23,1M,0,0,1,0,0,1,1,0,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,9/8/23,1M,0,0,2,0,0,2,2,0,1,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,9/13/23,1M,0,0,1,1,0,2,1,1,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,9/22/23,1M,0,0,1,0,0,1,1,0,0,,no,,no,,no,,
103,b1,fall wheat clover,7/28/23,yes,3.03,8/17/23,yes,1.8,na,no,na,9/29/23,1M,0,0,0,0,0,0,0,0,0,10,yes,0,yes,0,yes,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,5/4/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,5/16/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,5/22/23,1M,0,1,0,0,0,1,1,0,1,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,5/30/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,6/5/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,6/13/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,6/21/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,6/28/23,1M,1,0,2,0,0,3,3,0,3,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,7/6/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,7/12/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,7/18/23,1M,0,0,4,0,0,4,4,0,4,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,7/25/23,1M,0,3,2,0,0,5,5,0,1,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,7/31/23,1M,0,5,1,0,0,6,6,0,1,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,8/10/23,1M,0,0,7,0,0,7,7,0,1,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,8/15/23,1M,0,0,8,2,0,10,8,2,0,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,8/22/23,1M,0,0,3,0,0,3,3,0,0,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,8/31/23,1M,0,0,1,2,0,3,1,2,0,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,9/8/23,1M,0,0,2,1,0,3,2,1,1,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,9/13/23,1M,0,0,2,1,0,3,2,1,0,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,9/22/23,1M,0,0,0,1,0,1,0,1,0,,no,,no,,no,,
203,b2,fall wheat clover,7/28/23,yes,3.48,8/17/23,yes,1.9,na,no,na,9/29/23,1M,0,0,0,1,0,1,0,1,0,12,yes,1,yes,0.083333333,yes,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,5/4/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,5/16/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,5/22/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,5/30/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,6/5/23,1M,0,1,0,0,0,1,1,0,1,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,6/13/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,6/21/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,6/28/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,7/6/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,7/12/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,7/18/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,7/25/23,1M,0,2,1,1,0,4,3,1,2,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,7/31/23,1M,0,2,0,0,0,2,2,0,0,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,8/10/23,1M,0,0,4,0,0,4,4,0,2,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,8/15/23,1M,0,3,1,0,0,4,4,0,0,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,8/22/23,1M,0,0,0,4,0,4,0,4,0,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,8/31/23,1M,0,0,2,0,0,2,2,0,2,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,9/8/23,1M,0,0,1,0,0,1,1,0,0,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,9/13/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,9/22/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
306,b3,fall wheat clover,7/28/23,yes,3.09,8/17/23,yes,1.8,na,no,na,9/29/23,1M,0,0,0,0,0,0,0,0,0,7,yes,0,yes,0,yes,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,5/4/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,5/16/23,1M,0,2,0,0,0,2,2,0,2,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,5/22/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,5/30/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,6/5/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,6/13/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,6/21/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,6/28/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,7/6/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,7/12/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,7/18/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,7/25/23,1M,0,4,3,0,0,7,7,0,7,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,7/31/23,1M,0,5,1,1,0,7,6,1,0,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,8/10/23,1M,0,0,3,4,0,7,3,4,0,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,8/15/23,1M,0,0,3,4,0,7,3,4,0,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,8/22/23,1M,0,0,1,0,0,1,1,0,0,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,8/31/23,1M,0,1,2,0,0,3,3,0,2,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,9/8/23,1M,0,1,2,0,0,3,3,0,0,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,9/13/23,1M,0,0,3,0,0,3,3,0,0,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,9/22/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
402,b4,fall wheat clover,7/28/23,yes,2.7,8/17/23,yes,2.7,na,no,na,9/29/23,1M,0,0,0,0,0,0,0,0,0,11,yes,0,yes,0,yes,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,5/4/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,5/16/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,5/22/23,1M,0,6,0,0,0,6,6,0,6,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,5/30/23,1M,0,4,0,0,0,4,4,0,0,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,6/5/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,6/13/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,6/21/23,1M,0,3,0,0,0,3,3,0,3,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,6/28/23,1M,2,7,0,0,0,9,9,0,6,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,7/6/23,1M,0,0,0,1,0,1,0,1,0,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,7/12/23,1M,0,9,0,0,0,9,9,0,9,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,7/18/23,1M,0,4,4,1,0,9,8,1,0,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,7/25/23,1M,1,9,3,0,0,13,13,0,5,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,7/31/23,1M,0,10,3,0,0,13,13,0,0,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,8/10/23,1M,0,0,9,3,0,12,9,3,0,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,8/15/23,1M,0,0,6,0,0,6,6,0,0,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,8/22/23,1M,0,0,6,0,0,6,6,0,0,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,8/31/23,1M,0,0,6,0,0,6,6,0,0,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,9/8/23,1M,0,0,3,3,0,6,3,3,0,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,9/13/23,1M,0,0,0,10,0,10,0,10,0,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,9/22/23,1M,0,2,4,0,0,6,6,0,6,,no,,no,,no,,
106,b1,oats cc mix,7/28/23,yes,1.48,na,no,na,na,no,na,9/29/23,1M,0,1,3,8,0,12,4,8,0,35,yes,13,yes,0.371428571,yes,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,5/4/23,1M,0,0,0,0,0,0,0,0,0,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,5/16/23,1M,2,0,0,0,0,2,2,0,2,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,5/22/23,1M,0,6,0,0,0,6,6,0,4,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,5/30/23,1M,0,3,0,0,0,3,3,0,0,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,6/5/23,1M,0,7,0,0,0,7,7,0,4,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,6/13/23,1M,0,6,0,0,0,6,6,0,0,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,6/21/23,1M,0,6,0,0,0,6,6,0,0,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,6/28/23,1M,0,2,2,1,0,5,4,1,0,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,7/6/23,1M,0,0,5,2,0,7,5,2,0,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,7/12/23,1M,0,1,5,2,0,8,6,2,1,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,7/18/23,1M,0,4,3,6,0,13,7,6,0,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,7/25/23,1M,0,3,8,2,0,13,11,2,4,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,7/31/23,1M,0,7,4,2,0,13,11,2,0,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,8/10/23,1M,0,2,13,0,0,15,15,0,4,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,8/15/23,1M,0,0,3,0,0,3,3,0,0,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,8/22/23,1M,0,1,0,0,0,1,1,0,0,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,8/31/23,1M,0,0,1,0,0,1,1,0,0,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,9/8/23,1M,0,0,0,2,0,2,0,2,0,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,9/13/23,1M,0,0,0,1,0,1,0,1,0,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,9/22/23,1M,0,0,1,2,0,3,1,2,0,,no,,no,,no,,
202,b2,oats cc mix,7/28/23,yes,1.42,na,no,na,na,no,na,9/29/23,1M,0,1,0,2,0,3,1,2,0,19,yes,1,yes,0.052631579,yes,,
