plot,block,treatment,count.dates,quadrat,wh.coty,wh.0.2,wh.2.4,wh.4.12,wh.12,weekly.total,c.2,2.12,recruitment,Spring.Rylage,Mid-June,Alfalfa.1,Small.Grains,Forage.2,,,,,cumulative.coty,cumulative.0.2,cumulative,total
304,3,ryelage-sorghum sudangrass,8/31/23,1M,0,0,8,0,0,8,0,8,-1,,,,,,,,,,3,30,,
304,3,ryelage-sorghum sudangrass,9/8/23,1M,0,1,6,0,0,7,1,6,-1,,,,,,,,,,3,31,,
304,3,ryelage-sorghum sudangrass,9/13/23,1M,0,0,4,2,0,6,0,6,-1,,,,,,,,,,3,31,,
304,3,ryelage-sorghum sudangrass,9/22/23,1M,0,0,5,1,0,6,0,6,0,,,,,,,,,,,,,
304,3,ryelage-sorghum sudangrass,9/29/23,1M,0,1,7,1,0,9,1,8,3,,,,,,,,,,,,,
305,3,oats-cc mix,5/4/23,1M,0,0,0,0,0,0,0,0,0,8,2,1,7,5,,,,,0,0,43,43
305,3,oats-cc mix,5/16/23,1M,4,4,0,0,0,8,8,0,8,,,,,,,,,,4,4,,
305,3,oats-cc mix,5/22/23,1M,0,15,0,0,0,15,15,0,7,,,,,,,,,,4,19,,
305,3,oats-cc mix,5/30/23,1M,0,0,0,0,0,0,0,0,-15,,,,,,,,,,4,19,,
305,3,oats-cc mix,6/5/23,1M,0,2,0,0,0,2,2,0,2,,,,,,,,,,4,21,,
305,3,oats-cc mix,6/13/23,1M,0,2,0,0,0,2,2,0,0,,,,,,,,,,4,23,,
305,3,oats-cc mix,6/21/23,1M,0,1,0,0,0,1,1,0,-1,,,,,,,,,,4,24,,
305,3,oats-cc mix,6/28/23,1M,0,0,1,0,0,1,0,1,0,,,,,,,,,,4,24,,
305,3,oats-cc mix,7/6/23,1M,0,0,1,0,0,1,0,1,0,,,,,,,,,,4,24,,
305,3,oats-cc mix,7/12/23,1M,0,0,1,0,0,1,0,1,0,,,,,,,,,,4,24,,
305,3,oats-cc mix,7/18/23,1M,0,1,1,0,0,2,1,1,1,,,,,,,,,,4,25,,
305,3,oats-cc mix,7/25/23,1M,0,6,1,0,0,7,6,1,5,,,,,,,,,,4,31,,
305,3,oats-cc mix,7/31/23,1M,1,3,1,0,0,5,4,1,-2,,,,,,,,,,5,34,,
305,3,oats-cc mix,8/10/23,1M,0,0,5,0,0,5,0,5,0,,,,,,,,,,5,34,,
305,3,oats-cc mix,8/15/23,1M,0,1,4,0,0,5,1,4,0,,,,,,,,,,5,35,,
305,3,oats-cc mix,8/22/23,1M,0,2,1,0,0,3,2,1,-2,,,,,,,,,,5,37,,
305,3,oats-cc mix,8/31/23,1M,0,1,1,2,0,4,1,3,1,,,,,,,,,,5,38,,
305,3,oats-cc mix,9/8/23,1M,0,0,1,2,1,4,0,4,0,,,,,,,,,,5,38,,
305,3,oats-cc mix,9/13/23,1M,0,0,0,3,1,4,0,4,0,,,,,,,,,,5,38,,
305,3,oats-cc mix,9/22/23,1M,0,0,0,3,1,4,0,4,0,,,,,,,,,,,,,
305,3,oats-cc mix,9/29/23,1M,0,0,2,1,1,4,0,4,0,,,,,,,,,,,,,
306,3,wheat/clover,5/4/23,1M,0,0,0,0,0,0,0,0,0,0,0,0,4,4,,,,,0,0,8,8
306,3,wheat/clover,5/16/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,
306,3,wheat/clover,5/22/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,
306,3,wheat/clover,5/30/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,
306,3,wheat/clover,6/5/23,1M,0,1,0,0,0,1,1,0,1,,,,,,,,,,0,1,,
306,3,wheat/clover,6/13/23,1M,0,0,0,0,0,0,0,0,-1,,,,,,,,,,0,1,,
306,3,wheat/clover,6/21/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,,
306,3,wheat/clover,6/28/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,,
306,3,wheat/clover,7/6/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,,
306,3,wheat/clover,7/12/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,,
306,3,wheat/clover,7/18/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,1,,
306,3,wheat/clover,7/25/23,1M,0,2,1,1,0,4,2,2,4,,,,,,,,,,0,3,,
306,3,wheat/clover,7/31/23,1M,0,2,0,0,0,2,2,0,-2,,,,,,,,,,0,5,,
306,3,wheat/clover,8/10/23,1M,0,0,4,0,0,4,0,4,2,,,,,,,,,,0,5,,
306,3,wheat/clover,8/15/23,1M,0,3,1,0,0,4,3,1,0,,,,,,,,,,0,8,,
306,3,wheat/clover,8/22/23,1M,0,0,0,4,0,4,0,4,0,,,,,,,,,,0,8,,
306,3,wheat/clover,8/31/23,1M,0,0,2,0,0,2,0,2,-2,,,,,,,,,,0,8,,
306,3,wheat/clover,9/8/23,1M,0,0,1,0,0,1,0,1,-1,,,,,,,,,,0,8,,
306,3,wheat/clover,9/13/23,1M,0,0,0,0,0,0,0,0,-1,,,,,,,,,,0,8,,
306,3,wheat/clover,9/22/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
306,3,wheat/clover,9/29/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
401,4,ryelage-sorghum sudangrass,5/4/23,1M,0,0,0,0,0,0,0,0,0,0,0,34,64,68,,,,,0,0,86,86
401,4,ryelage-sorghum sudangrass,5/16/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,
401,4,ryelage-sorghum sudangrass,5/22/23,1M,0,2,0,0,0,2,2,0,2,,,,,,,,,,0,2,,
401,4,ryelage-sorghum sudangrass,5/30/23,1M,0,0,0,0,0,0,0,0,-2,,,,,,,,,,0,2,,
401,4,ryelage-sorghum sudangrass,6/5/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,,
401,4,ryelage-sorghum sudangrass,6/13/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,,
401,4,ryelage-sorghum sudangrass,6/21/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,,
401,4,ryelage-sorghum sudangrass,6/28/23,1M,4,30,0,0,0,34,34,0,34,,,,,,,,,,4,32,,
401,4,ryelage-sorghum sudangrass,7/6/23,1M,0,0,32,3,0,35,0,35,1,,,,,,,,,,4,32,,
401,4,ryelage-sorghum sudangrass,7/12/23,1M,0,20,23,3,0,46,20,26,11,,,,,,,,,,4,52,,
401,4,ryelage-sorghum sudangrass,7/18/23,1M,0,19,24,3,0,46,19,27,0,,,,,,,,,,4,71,,
401,4,ryelage-sorghum sudangrass,7/25/23,1M,0,5,9,42,8,64,5,59,18,,,,,,,,,,4,76,,
401,4,ryelage-sorghum sudangrass,7/31/23,1M,0,6,7,30,22,65,6,59,1,,,,,,,,,,4,82,,
401,4,ryelage-sorghum sudangrass,8/10/23,1M,0,0,10,26,27,63,0,63,-2,,,,,,,,,,4,82,,
401,4,ryelage-sorghum sudangrass,8/15/23,1M,0,0,12,27,29,68,0,68,5,,,,,,,,,,4,82,,
401,4,ryelage-sorghum sudangrass,8/22/23,1M,0,0,2,2,0,4,0,4,-64,,,,,,,,,,4,82,,
401,4,ryelage-sorghum sudangrass,8/31/23,1M,0,0,1,2,0,3,0,3,-1,,,,,,,,,,4,82,,
401,4,ryelage-sorghum sudangrass,9/8/23,1M,0,0,3,0,0,3,0,3,0,,,,,,,,,,4,82,,
401,4,ryelage-sorghum sudangrass,9/13/23,1M,0,0,0,2,0,2,0,2,-1,,,,,,,,,,4,82,,
401,4,ryelage-sorghum sudangrass,9/22/23,1M,0,1,4,1,0,6,1,5,4,,,,,,,,,,,,,
401,4,ryelage-sorghum sudangrass,9/29/23,1M,0,0,0,3,0,3,0,3,-3,,,,,,,,,,,,,
402,4,wheat/clover,5/4/23,1M,0,0,0,0,0,0,0,0,0,2,0,0,7,7,,,,,0,0,13,13
402,4,wheat/clover,5/16/23,1M,0,2,0,0,0,2,2,0,2,,,,,,,,,,0,2,,
402,4,wheat/clover,5/22/23,1M,0,0,0,0,0,0,0,0,-2,,,,,,,,,,0,2,,
402,4,wheat/clover,5/30/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,,
402,4,wheat/clover,6/5/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,,
402,4,wheat/clover,6/13/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,,
402,4,wheat/clover,6/21/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,,
402,4,wheat/clover,6/28/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,,
402,4,wheat/clover,7/6/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,,
402,4,wheat/clover,7/12/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,,
402,4,wheat/clover,7/18/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,,
402,4,wheat/clover,7/25/23,1M,0,4,3,0,0,7,4,3,7,,,,,,,,,,0,6,,
402,4,wheat/clover,7/31/23,1M,0,5,1,1,0,7,5,2,0,,,,,,,,,,0,11,,
402,4,wheat/clover,8/10/23,1M,0,0,3,4,0,7,0,7,0,,,,,,,,,,0,11,,
402,4,wheat/clover,8/15/23,1M,0,0,3,4,0,7,0,7,0,,,,,,,,,,0,11,,
402,4,wheat/clover,8/22/23,1M,0,0,1,0,0,1,0,1,-6,,,,,,,,,,0,11,,
402,4,wheat/clover,8/31/23,1M,0,1,2,0,0,3,1,2,2,,,,,,,,,,0,12,,
402,4,wheat/clover,9/8/23,1M,0,1,2,0,0,3,1,2,0,,,,,,,,,,0,13,,
402,4,wheat/clover,9/13/23,1M,0,0,3,0,0,3,0,3,0,,,,,,,,,,0,13,,
402,4,wheat/clover,9/22/23,1M,0,0,0,0,0,0,0,0,-3,,,,,,,,,,,,,
402,4,wheat/clover,9/29/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
403,4,oats-cc mix,5/4/23,1M,0,0,0,0,0,0,0,0,0,0,4,0,4,3,,,,,0,0,17,17
403,4,oats-cc mix,5/16/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,
403,4,oats-cc mix,5/22/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,
403,4,oats-cc mix,5/30/23,1M,0,2,0,0,0,2,2,0,2,,,,,,,,,,0,2,,
403,4,oats-cc mix,6/5/23,1M,0,0,0,0,0,0,0,0,-2,,,,,,,,,,0,2,,
403,4,oats-cc mix,6/13/23,1M,0,4,0,0,0,4,4,0,4,,,,,,,,,,0,6,,
403,4,oats-cc mix,6/21/23,1M,0,0,0,0,0,0,0,0,-4,,,,,,,,,,0,6,,
403,4,oats-cc mix,6/28/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,6,,
403,4,oats-cc mix,7/6/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,6,,
403,4,oats-cc mix,7/12/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,6,,
403,4,oats-cc mix,7/18/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,6,,
403,4,oats-cc mix,7/25/23,1M,0,4,0,0,0,4,4,0,4,,,,,,,,,,0,10,,
403,4,oats-cc mix,7/31/23,1M,0,5,0,0,0,5,5,0,1,,,,,,,,,,0,15,,
403,4,oats-cc mix,8/10/23,1M,0,1,4,0,0,5,1,4,0,,,,,,,,,,0,16,,
403,4,oats-cc mix,8/15/23,1M,0,1,2,0,0,3,1,2,-2,,,,,,,,,,0,17,,
403,4,oats-cc mix,8/22/23,1M,0,0,0,1,0,1,0,1,-2,,,,,,,,,,0,17,,
403,4,oats-cc mix,8/31/23,1M,0,0,1,0,0,1,0,1,0,,,,,,,,,,0,17,,
403,4,oats-cc mix,9/8/23,1M,0,0,1,0,0,1,0,1,0,,,,,,,,,,0,17,,
403,4,oats-cc mix,9/13/23,1M,0,0,0,0,0,0,0,0,-1,,,,,,,,,,0,17,,
403,4,oats-cc mix,9/22/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
403,4,oats-cc mix,9/29/23,1M,0,1,0,0,0,1,1,0,1,,,,,,,,,,,,,
404,4,alfalfa/orchardgrass,5/4/23,1M,0,0,0,0,0,0,0,0,0,5,0,15,17,22,,,,,0,0,63,63
404,4,alfalfa/orchardgrass,5/16/23,1M,3,2,0,0,0,5,5,0,5,,,,,,,,,,3,2,,
404,4,alfalfa/orchardgrass,5/22/23,1M,1,4,0,0,0,5,5,0,0,,,,,,,,,,4,6,,
404,4,alfalfa/orchardgrass,5/30/23,1M,0,0,0,0,0,0,0,0,-5,,,,,,,,,,4,6,,
404,4,alfalfa/orchardgrass,6/5/23,1M,0,1,0,0,0,1,1,0,1,,,,,,,,,,4,7,,
404,4,alfalfa/orchardgrass,6/13/23,1M,0,0,0,0,0,0,0,0,-1,,,,,,,,,,4,7,,
404,4,alfalfa/orchardgrass,6/21/23,1M,0,9,0,0,0,9,9,0,9,,,,,,,,,,4,16,,
404,4,alfalfa/orchardgrass,6/28/23,1M,2,3,10,0,0,15,5,10,6,,,,,,,,,,6,19,,
404,4,alfalfa/orchardgrass,7/6/23,1M,0,2,4,6,2,14,2,12,-1,,,,,,,,,,6,21,,
404,4,alfalfa/orchardgrass,7/12/23,1M,0,9,5,1,0,15,9,6,1,,,,,,,,,,6,30,,
404,4,alfalfa/orchardgrass,7/18/23,1M,0,8,5,1,8,22,8,14,7,,,,,,,,,,6,38,,
404,4,alfalfa/orchardgrass,7/25/23,1M,2,5,8,2,0,17,7,10,-5,,,,,,,,,,8,43,,
404,4,alfalfa/orchardgrass,7/31/23,1M,1,5,11,1,0,18,6,12,1,,,,,,,,,,9,48,,
404,4,alfalfa/orchardgrass,8/10/23,1M,0,4,10,8,0,22,4,18,4,,,,,,,,,,9,52,,
404,4,alfalfa/orchardgrass,8/15/23,1M,0,2,11,9,0,22,2,20,0,,,,,,,,,,9,54,,
404,4,alfalfa/orchardgrass,8/22/23,1M,0,0,5,2,0,7,0,7,-15,,,,,,,,,,9,54,,
404,4,alfalfa/orchardgrass,8/31/23,1M,0,0,8,0,0,8,0,8,1,,,,,,,,,,9,54,,
404,4,alfalfa/orchardgrass,9/8/23,1M,0,0,5,2,0,7,0,7,-1,,,,,,,,,,9,54,,
404,4,alfalfa/orchardgrass,9/13/23,1M,0,0,6,1,0,7,0,7,0,,,,,,,,,,9,54,,
404,4,alfalfa/orchardgrass,9/22/23,1M,0,0,0,0,0,0,0,0,-7,,,,,,,,,,,,,
404,4,alfalfa/orchardgrass,9/29/23,1M,0,0,2,0,0,2,0,2,2,,,,,,,,,,,,,
405,4,wheat-cc mix,5/4/23,1M,0,0,0,0,0,0,0,0,0,0,0,0,11,9,,,,,0,0,43,43
405,4,wheat-cc mix,5/16/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,0,,
405,4,wheat-cc mix,5/22/23,1M,0,2,0,0,0,2,2,0,2,,,,,,,,,,0,2,,
405,4,wheat-cc mix,5/30/23,1M,0,0,0,0,0,0,0,0,-2,,,,,,,,,,0,2,,
405,4,wheat-cc mix,6/5/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,,
405,4,wheat-cc mix,6/13/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,,
405,4,wheat-cc mix,6/21/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,,
405,4,wheat-cc mix,6/28/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,,
405,4,wheat-cc mix,7/6/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,0,2,,
405,4,wheat-cc mix,7/12/23,1M,0,8,0,0,0,8,8,0,8,,,,,,,,,,0,10,,
405,4,wheat-cc mix,7/18/23,1M,2,7,0,0,0,9,9,0,1,,,,,,,,,,2,17,,
405,4,wheat-cc mix,7/25/23,1M,0,6,4,1,0,11,6,5,2,,,,,,,,,,2,23,,
405,4,wheat-cc mix,7/31/23,1M,0,6,4,0,0,10,6,4,-1,,,,,,,,,,2,29,,
405,4,wheat-cc mix,8/10/23,1M,0,6,4,0,0,10,6,4,0,,,,,,,,,,2,35,,
405,4,wheat-cc mix,8/15/23,1M,0,5,3,1,0,9,5,4,-1,,,,,,,,,,2,40,,
405,4,wheat-cc mix,8/22/23,1M,0,0,3,1,0,4,0,4,-5,,,,,,,,,,2,40,,
405,4,wheat-cc mix,8/31/23,1M,0,1,3,1,1,6,1,5,2,,,,,,,,,,2,41,,
405,4,wheat-cc mix,9/8/23,1M,0,0,0,7,0,7,0,7,1,,,,,,,,,,2,41,,
405,4,wheat-cc mix,9/13/23,1M,0,0,5,2,0,7,0,7,0,,,,,,,,,,2,41,,
405,4,wheat-cc mix,9/22/23,1M,0,0,1,3,0,4,0,4,-3,,,,,,,,,,,,,
405,4,wheat-cc mix,9/29/23,1M,0,0,4,4,0,8,0,8,4,,,,,,,,,,,,,
406,4,alfalfa/oats,5/4/23,1M,0,0,0,0,0,0,0,0,0,3,0,2,2,2,,,,,0,0,11,11
406,4,alfalfa/oats,5/16/23,1M,3,0,0,0,0,3,3,0,3,,,,,,,,,,3,0,,
406,4,alfalfa/oats,5/22/23,1M,0,0,0,0,0,0,0,0,-3,,,,,,,,,,3,0,,
406,4,alfalfa/oats,5/30/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0,,
406,4,alfalfa/oats,6/5/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0,,
406,4,alfalfa/oats,6/13/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0,,
406,4,alfalfa/oats,6/21/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,0,,
406,4,alfalfa/oats,6/28/23,1M,0,1,1,0,0,2,1,1,2,,,,,,,,,,3,1,,
406,4,alfalfa/oats,7/6/23,1M,0,0,2,0,0,2,0,2,0,,,,,,,,,,3,1,,
406,4,alfalfa/oats,7/12/23,1M,0,0,0,0,0,0,0,0,-2,,,,,,,,,,3,1,,
406,4,alfalfa/oats,7/18/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,1,,
406,4,alfalfa/oats,7/25/23,1M,0,1,0,1,0,2,1,1,2,,,,,,,,,,3,2,,
406,4,alfalfa/oats,7/31/23,1M,0,2,0,0,0,2,2,0,0,,,,,,,,,,3,4,,
406,4,alfalfa/oats,8/10/23,1M,0,2,0,0,0,2,2,0,0,,,,,,,,,,3,6,,
406,4,alfalfa/oats,8/15/23,1M,0,2,0,0,0,2,2,0,0,,,,,,,,,,3,8,,
406,4,alfalfa/oats,8/22/23,1M,0,0,0,0,0,0,0,0,-2,,,,,,,,,,3,8,,
406,4,alfalfa/oats,8/31/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,3,8,,
406,4,alfalfa/oats,9/8/23,1M,0,0,0,1,0,1,0,1,1,,,,,,,,,,3,8,,
406,4,alfalfa/oats,9/13/23,1M,0,0,0,0,0,0,0,0,-1,,,,,,,,,,3,8,,
406,4,alfalfa/oats,9/22/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
406,4,alfalfa/oats,9/29/23,1M,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,